Asset,frequency,start,end,Record_exist,Record_missing
USDHKD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
USDHKD,Minutes_5,26/07/2019 22:20,07/08/2019 02:40,2004,65
USDHKD,Weekly,18/01/2004 00:00,04/08/2019 00:00,812,0
USDHUF,Daily,25/08/2015 00:00,07/08/2019 00:00,1027,236
USDHUF,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDHUF,Hours_4,05/12/2018 20:00,07/08/2019 00:00,1037,2
USDHUF,Minutely,05/08/2019 16:06,07/08/2019 02:45,2062,18
USDHUF,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDHUF,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDHUF,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDHUF,Weekly,06/06/2004 00:00,04/08/2019 00:00,791,1
USDINR,Daily,20/08/2015 00:00,06/08/2019 00:00,1026,239
USDINR,Hourly,21/05/2019 18:00,06/08/2019 22:00,1061,264
USDINR,Hours_4,19/11/2018 12:00,06/08/2019 20:00,1035,77
USDINR,Minutely,02/08/2019 12:57,06/08/2019 22:58,2048,1430
USDINR,Minutes_15,17/07/2019 14:15,06/08/2019 22:45,1033,318
USDINR,Minutes_30,01/07/2019 18:00,06/08/2019 22:30,968,279
USDINR,Minutes_5,23/07/2019 10:15,06/08/2019 22:55,2048,915
USDINR,Weekly,18/02/2007 00:00,04/08/2019 00:00,651,0
USDJPY,Daily,21/05/2015 00:00,07/08/2019 00:00,1092,239
USDJPY,Hourly,06/03/2019 16:00,07/08/2019 02:00,2041,565
USDJPY,Hours_4,21/12/2009 00:00,07/08/2019 00:00,6946,3630
USDJPY,Minutely,05/08/2019 15:39,07/08/2019 02:45,2069,38
USDJPY,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDJPY,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
USDJPY,Minutes_5,29/07/2019 02:35,07/08/2019 02:45,2014,5
USDJPY,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
USDMXN,Daily,21/08/2015 00:00,07/08/2019 00:00,1027,238
USDMXN,Hourly,05/06/2019 09:00,07/08/2019 02:00,1075,1
USDMXN,Hours_4,05/12/2018 12:00,07/08/2019 00:00,1037,4
USDMXN,Minutely,05/08/2019 16:20,07/08/2019 02:45,2063,3
USDMXN,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDMXN,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDMXN,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDMXN,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
USDNOK,Daily,25/08/2015 00:00,07/08/2019 00:00,1027,236
USDNOK,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDNOK,Hours_4,05/12/2018 20:00,07/08/2019 00:00,1037,2
USDNOK,Minutely,05/08/2019 16:21,07/08/2019 02:45,2063,2
USDNOK,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDNOK,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDNOK,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDNOK,Weekly,07/09/2003 00:00,04/08/2019 00:00,831,0
USDPLN,Daily,25/08/2015 00:00,07/08/2019 00:00,1027,236
USDPLN,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDPLN,Hours_4,05/12/2018 20:00,07/08/2019 00:00,1037,2
USDPLN,Minutely,05/08/2019 16:16,07/08/2019 02:45,2062,8
USDPLN,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDPLN,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDPLN,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDPLN,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
USDSAR,Daily,20/08/2015 00:00,07/08/2019 00:00,1027,239
USDSAR,Hourly,14/05/2019 08:00,07/08/2019 01:00,1059,393
USDSAR,Hours_4,30/11/2018 00:00,07/08/2019 00:00,1037,25
USDSAR,Minutely,03/07/2019 09:03,07/08/2019 01:41,2048,10510
USDSAR,Minutes_15,12/06/2019 18:15,07/08/2019 01:30,1086,1365
USDSAR,Minutes_30,05/06/2019 09:30,07/08/2019 01:30,1074,948
USDSAR,Minutes_5,04/06/2019 21:05,07/08/2019 01:40,1999,3608
USDSAR,Weekly,25/01/2004 00:00,04/08/2019 00:00,811,0
USDSEK,Daily,26/08/2015 00:00,07/08/2019 00:00,1027,235
USDSEK,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDSEK,Hours_4,06/12/2018 00:00,07/08/2019 00:00,1037,1
USDSEK,Minutely,05/08/2019 16:10,07/08/2019 02:45,2062,14
USDSEK,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDSEK,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDSEK,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDSEK,Weekly,06/06/2004 00:00,04/08/2019 00:00,792,0
USDSGD,Daily,21/08/2015 00:00,07/08/2019 00:00,1027,238
USDSGD,Hourly,05/06/2019 09:00,07/08/2019 02:00,1075,1
USDSGD,Hours_4,05/12/2018 12:00,07/08/2019 00:00,1037,4
USDSGD,Minutely,05/08/2019 15:43,07/08/2019 02:45,2069,34
USDSGD,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDSGD,Minutes_30,09/07/2019 08:00,07/08/2019 02:30,998,1
USDSGD,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDSGD,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
USDTHB,Daily,24/08/2015 00:00,07/08/2019 00:00,1027,237
USDTHB,Hourly,05/06/2019 09:00,07/08/2019 02:00,1075,1
USDTHB,Hours_4,05/12/2018 16:00,07/08/2019 00:00,1037,3
USDTHB,Minutely,05/08/2019 01:19,07/08/2019 02:42,2057,907
USDTHB,Minutes_15,23/07/2019 18:00,07/08/2019 02:30,966,29
USDTHB,Minutes_30,09/07/2019 06:30,07/08/2019 02:30,998,4
USDTHB,Minutes_5,26/07/2019 01:10,07/08/2019 02:40,2050,273
USDTHB,Weekly,25/01/2004 00:00,04/08/2019 00:00,811,0
USDTRY,Daily,26/08/2015 00:00,07/08/2019 00:00,1027,235
USDTRY,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDTRY,Hours_4,06/12/2018 00:00,07/08/2019 00:00,1037,1
USDTRY,Minutely,05/08/2019 16:17,07/08/2019 02:45,2061,8
USDTRY,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDTRY,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDTRY,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2017,1
USDTRY,Weekly,18/02/2007 00:00,04/08/2019 00:00,651,0
USDZAR,Daily,26/08/2015 00:00,07/08/2019 00:00,1027,235
USDZAR,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
USDZAR,Hours_4,06/12/2018 00:00,07/08/2019 00:00,1037,1
USDZAR,Minutely,05/08/2019 16:05,07/08/2019 02:45,2061,20
USDZAR,Minutes_15,24/07/2019 00:00,07/08/2019 02:45,972,0
USDZAR,Minutes_30,09/07/2019 08:30,07/08/2019 02:30,998,0
USDZAR,Minutes_5,29/07/2019 02:40,07/08/2019 02:45,2018,0
USDZAR,Weekly,12/05/2002 00:00,04/08/2019 00:00,900,0
WHEATUSD,Daily,23/04/2015 00:00,06/08/2019 00:00,1084,266
WHEATUSD,Hourly,16/05/2019 10:00,06/08/2019 21:00,1062,340
WHEATUSD,Hours_4,26/11/2018 20:00,06/08/2019 20:00,1036,44
WHEATUSD,Minutely,02/08/2019 08:31,06/08/2019 21:18,2048,1596
WHEATUSD,Minutes_15,17/07/2019 08:00,06/08/2019 21:15,1038,332
WHEATUSD,Minutes_30,27/06/2019 08:30,06/08/2019 21:00,968,383
WHEATUSD,Minutes_5,23/07/2019 12:45,06/08/2019 21:15,2048,865
WHEATUSD,Weekly,16/03/2003 00:00,04/08/2019 00:00,856,0
WTICOUSD,Daily,08/05/2015 00:00,07/08/2019 00:00,1102,238
WTICOUSD,Hourly,15/02/2019 07:00,07/08/2019 02:00,2392,535
WTICOUSD,Hours_4,20/08/2018 16:00,07/08/2019 00:00,1485,17
WTICOUSD,Minutely,22/04/2019 15:39,07/08/2019 02:45,6177,32909
WTICOUSD,Minutes_15,08/04/2019 16:00,07/08/2019 02:45,2077,2711
WTICOUSD,Minutes_30,22/03/2019 13:00,07/08/2019 02:30,1999,1961
WTICOUSD,Minutes_5,11/04/2019 22:35,07/08/2019 02:45,4159,7491
WTICOUSD,Weekly,26/01/2003 00:00,04/08/2019 00:00,863,0
XAGAUD,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAGAUD,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAGAUD,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XAGAUD,Minutely,05/08/2019 12:46,07/08/2019 02:44,2052,227
XAGAUD,Minutes_15,22/07/2019 07:00,07/08/2019 02:30,1087,47
XAGAUD,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAGAUD,Minutes_5,26/07/2019 14:15,07/08/2019 02:40,2049,117
XAGAUD,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAGCAD,Daily,18/08/2015 00:00,07/08/2019 00:00,1027,241
XAGCAD,Hourly,03/06/2019 09:00,07/08/2019 02:00,1072,52
XAGCAD,Hours_4,03/12/2018 20:00,07/08/2019 00:00,1037,14
XAGCAD,Minutely,05/08/2019 13:46,07/08/2019 02:45,2054,166
XAGCAD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAGCAD,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAGCAD,Minutes_5,26/07/2019 14:35,07/08/2019 02:45,2050,113
XAGCAD,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAGCHF,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAGCHF,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAGCHF,Hours_4,27/08/2018 16:00,07/08/2019 00:00,1455,17
XAGCHF,Minutely,05/08/2019 13:06,07/08/2019 02:44,2053,206
XAGCHF,Minutes_15,22/07/2019 07:00,07/08/2019 02:30,1087,47
XAGCHF,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAGCHF,Minutes_5,26/07/2019 14:15,07/08/2019 02:40,2049,117
XAGCHF,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAGEUR,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAGEUR,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAGEUR,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XAGEUR,Minutely,05/08/2019 14:00,07/08/2019 02:45,2054,152
XAGEUR,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAGEUR,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAGEUR,Minutes_5,26/07/2019 14:40,07/08/2019 02:45,2050,112
XAGEUR,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAGHKD,Daily,18/08/2015 00:00,07/08/2019 00:00,1027,241
XAGHKD,Hourly,03/06/2019 09:00,07/08/2019 02:00,1072,52
XAGHKD,Hours_4,03/12/2018 20:00,07/08/2019 00:00,1037,14
XAGHKD,Minutely,05/08/2019 12:55,07/08/2019 02:44,2052,218
XAGHKD,Minutes_15,22/07/2019 07:00,07/08/2019 02:30,1087,47
XAGHKD,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAGHKD,Minutes_5,26/07/2019 14:35,07/08/2019 02:40,2048,114
XAGHKD,Weekly,08/06/2008 00:00,04/08/2019 00:00,583,0
XAGJPY,Daily,18/08/2015 00:00,07/08/2019 00:00,1027,241
XAGJPY,Hourly,03/06/2019 09:00,07/08/2019 02:00,1072,52
XAGJPY,Hours_4,03/12/2018 20:00,07/08/2019 00:00,1037,14
XAGJPY,Minutely,05/08/2019 12:37,07/08/2019 02:45,2053,236
XAGJPY,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAGJPY,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAGJPY,Minutes_5,26/07/2019 13:40,07/08/2019 02:45,2049,125
XAGJPY,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAGNZD,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAGNZD,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAGNZD,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XAGNZD,Minutely,05/08/2019 13:08,07/08/2019 02:44,2051,206
XAGNZD,Minutes_15,22/07/2019 07:00,07/08/2019 02:30,1087,47
XAGNZD,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAGNZD,Minutes_5,26/07/2019 14:35,07/08/2019 02:40,2048,114
XAGNZD,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAGSGD,Daily,18/08/2015 00:00,07/08/2019 00:00,1027,241
XAGSGD,Hourly,03/06/2019 09:00,07/08/2019 02:00,1072,52
XAGSGD,Hours_4,03/12/2018 20:00,07/08/2019 00:00,1037,14
XAGSGD,Minutely,05/08/2019 14:12,07/08/2019 02:45,2052,142
XAGSGD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAGSGD,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAGSGD,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAGSGD,Weekly,08/06/2008 00:00,04/08/2019 00:00,583,0
XAGUSD,Daily,19/05/2015 00:00,07/08/2019 00:00,1093,240
XAGUSD,Hourly,03/06/2019 09:00,07/08/2019 02:00,1072,52
XAGUSD,Hours_4,04/12/2018 00:00,07/08/2019 00:00,1037,13
XAGUSD,Minutely,05/08/2019 08:51,07/08/2019 02:44,2051,463
XAGUSD,Minutes_15,22/07/2019 07:00,07/08/2019 02:30,1087,47
XAGUSD,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAGUSD,Minutes_5,26/07/2019 12:10,07/08/2019 02:40,2049,142
XAGUSD,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUAUD,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAUAUD,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAUAUD,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XAUAUD,Minutely,05/08/2019 14:11,07/08/2019 02:45,2053,142
XAUAUD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUAUD,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAUAUD,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUAUD,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUCAD,Daily,19/08/2015 00:00,07/08/2019 00:00,1027,240
XAUCAD,Hourly,03/06/2019 10:00,07/08/2019 02:00,1072,51
XAUCAD,Hours_4,04/12/2018 00:00,07/08/2019 00:00,1037,13
XAUCAD,Minutely,05/08/2019 14:13,07/08/2019 02:45,2052,141
XAUCAD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUCAD,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAUCAD,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUCAD,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUCHF,Daily,18/08/2015 00:00,07/08/2019 00:00,1027,241
XAUCHF,Hourly,03/06/2019 09:00,07/08/2019 02:00,1072,52
XAUCHF,Hours_4,03/12/2018 20:00,07/08/2019 00:00,1037,14
XAUCHF,Minutely,05/08/2019 14:12,07/08/2019 02:45,2051,143
XAUCHF,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUCHF,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAUCHF,Minutes_5,26/07/2019 14:40,07/08/2019 02:45,2049,113
XAUCHF,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUEUR,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAUEUR,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAUEUR,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XAUEUR,Minutely,05/08/2019 14:11,07/08/2019 02:45,2051,144
XAUEUR,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUEUR,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAUEUR,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUEUR,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUGBP,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAUGBP,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAUGBP,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XAUGBP,Minutely,05/08/2019 14:13,07/08/2019 02:45,2051,142
XAUGBP,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUGBP,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAUGBP,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUGBP,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUHKD,Daily,18/08/2015 00:00,07/08/2019 00:00,1027,241
XAUHKD,Hourly,03/06/2019 09:00,07/08/2019 02:00,1072,52
XAUHKD,Hours_4,03/12/2018 20:00,07/08/2019 00:00,1037,14
XAUHKD,Minutely,05/08/2019 14:14,07/08/2019 02:45,2050,142
XAUHKD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUHKD,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAUHKD,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUHKD,Weekly,08/06/2008 00:00,04/08/2019 00:00,583,0
XAUJPY,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAUJPY,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAUJPY,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XAUJPY,Minutely,05/08/2019 14:16,07/08/2019 02:45,2050,140
XAUJPY,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUJPY,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAUJPY,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUJPY,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUNZD,Daily,17/08/2015 00:00,07/08/2019 00:00,1027,242
XAUNZD,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XAUNZD,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XAUNZD,Minutely,05/08/2019 14:15,07/08/2019 02:45,2050,141
XAUNZD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUNZD,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XAUNZD,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUNZD,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUSGD,Daily,19/08/2015 00:00,07/08/2019 00:00,1027,240
XAUSGD,Hourly,03/06/2019 10:00,07/08/2019 02:00,1072,51
XAUSGD,Hours_4,04/12/2018 00:00,07/08/2019 00:00,1037,13
XAUSGD,Minutely,05/08/2019 14:16,07/08/2019 02:45,2050,140
XAUSGD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUSGD,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAUSGD,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUSGD,Weekly,08/06/2008 00:00,04/08/2019 00:00,583,0
XAUUSD,Daily,05/05/2015 00:00,07/08/2019 00:00,1103,240
XAUUSD,Hourly,15/02/2019 08:00,07/08/2019 02:00,2151,775
XAUUSD,Hours_4,20/08/2018 20:00,07/08/2019 00:00,1486,15
XAUUSD,Minutely,05/08/2019 14:31,07/08/2019 02:45,2050,125
XAUUSD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUUSD,Minutes_30,27/03/2019 08:00,07/08/2019 02:30,2118,1708
XAUUSD,Minutes_5,26/07/2019 16:00,07/08/2019 02:45,2049,97
XAUUSD,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XAUXAG,Daily,18/08/2015 00:00,07/08/2019 00:00,1027,241
XAUXAG,Hourly,03/06/2019 09:00,07/08/2019 02:00,1072,52
XAUXAG,Hours_4,03/12/2018 20:00,07/08/2019 00:00,1037,14
XAUXAG,Minutely,05/08/2019 14:13,07/08/2019 02:45,2049,144
XAUXAG,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XAUXAG,Minutes_30,08/07/2019 13:30,07/08/2019 02:30,992,44
XAUXAG,Minutes_5,26/07/2019 14:45,07/08/2019 02:45,2049,112
XAUXAG,Weekly,19/03/2006 00:00,04/08/2019 00:00,699,0
XCUUSD,Daily,07/05/2015 00:00,07/08/2019 00:00,1102,239
XCUUSD,Hourly,15/02/2019 06:00,07/08/2019 02:00,2152,776
XCUUSD,Hours_4,20/08/2018 16:00,07/08/2019 00:00,1485,17
XCUUSD,Minutely,22/04/2019 06:48,07/08/2019 02:45,6225,33392
XCUUSD,Minutes_15,08/04/2019 16:00,07/08/2019 02:45,2075,2713
XCUUSD,Minutes_30,22/03/2019 13:00,07/08/2019 02:30,1999,1961
XCUUSD,Minutes_5,11/04/2019 17:45,07/08/2019 02:45,4142,7566
XCUUSD,Weekly,30/03/2003 00:00,04/08/2019 00:00,854,0
XPDUSD,Daily,25/05/2015 00:00,07/08/2019 00:00,1087,242
XPDUSD,Hourly,03/06/2019 07:00,07/08/2019 02:00,1072,54
XPDUSD,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XPDUSD,Minutely,05/08/2019 06:30,07/08/2019 02:45,2073,583
XPDUSD,Minutes_15,22/07/2019 04:15,07/08/2019 02:45,1088,58
XPDUSD,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XPDUSD,Minutes_5,26/07/2019 08:45,07/08/2019 02:45,2055,178
XPDUSD,Weekly,09/01/2005 00:00,04/08/2019 00:00,759,2
XPTUSD,Daily,08/06/2015 00:00,07/08/2019 00:00,1077,242
XPTUSD,Hourly,03/06/2019 08:00,07/08/2019 02:00,1072,53
XPTUSD,Hours_4,03/12/2018 16:00,07/08/2019 00:00,1037,15
XPTUSD,Minutely,05/08/2019 11:29,07/08/2019 02:45,2050,307
XPTUSD,Minutes_15,22/07/2019 07:00,07/08/2019 02:45,1088,47
XPTUSD,Minutes_30,08/07/2019 13:00,07/08/2019 02:30,992,45
XPTUSD,Minutes_5,26/07/2019 15:05,07/08/2019 02:45,2049,108
XPTUSD,Weekly,09/01/2005 00:00,04/08/2019 00:00,759,2
ZARJPY,Daily,24/08/2015 00:00,07/08/2019 00:00,1027,237
ZARJPY,Hourly,05/06/2019 10:00,07/08/2019 02:00,1075,0
ZARJPY,Hours_4,05/12/2018 16:00,07/08/2019 00:00,1037,3
ZARJPY,Minutely,05/08/2019 07:50,07/08/2019 02:45,2057,519
ZARJPY,Minutes_15,23/07/2019 22:45,07/08/2019 02:45,972,5
ZARJPY,Minutes_30,09/07/2019 07:00,07/08/2019 02:30,998,3
ZARJPY,Minutes_5,26/07/2019 19:45,07/08/2019 02:45,2004,97
ZARJPY,Weekly,30/05/2004 00:00,04/08/2019 00:00,793,0
